x,Curve1
8.79905,3.0975
9.0727,3.1822
9.40048,3.2987
9.71924,3.4047
10.05003,3.5212
10.32368,3.6165
10.57327,3.7119
10.78678,3.786
11.01532,3.8708
11.23484,3.9449
